form,lemma,lemma_sf
ekstɾˈajɡo,ekstɾaˈeɾ,
antedesˈis,antedesˈiɾ,s
amanesˈejs,amanesˈeɾ,s
sobɾesˈalɡo,sobɾesalˈiɾ,l
embeʃˈeska,embeʃesˈeɾ,s
ɾetɾotɾˈae,ɾetɾotɾaˈeɾ,
elˈiçe,eliçˈiɾ,ç
ataɾdˈese,ataɾdesˈeɾ,s
substɾˈajɡa,substɾaˈeɾ,
tɾˈajɡas,tɾaˈeɾ,
ekstɾˈajɡan,ekstɾaˈeɾ,
ɾeapaɾesˈemos,ɾeapaɾesˈeɾ,s
ɾeaɡˈamos,ɾeasˈeɾ,s
deɾelˈinkas,deɾelinkˈiɾ,nk
embeʃesˈemos,embeʃesˈeɾ,s
fɾanxˈamos,fɾançˈiɾ,nç
atenɡˈajs,atenˈeɾ,n
ekstɾajɡˈamos,ekstɾaˈeɾ,
ɾeapaɾeskˈamos,ɾeapaɾesˈeɾ,s
ɾetɾotɾˈajɡa,ɾetɾotɾaˈeɾ,
ɾeapaɾˈeska,ɾeapaɾesˈeɾ,s
ɾediɾˈixa,ɾediɾiçˈiɾ,ç
pɾebjˈenen,pɾebenˈiɾ,n
obtjˈenen,obtenˈeɾ,n
despaɾˈesko,despaɾesˈeɾ,s
ʃukstaponɡˈajs,ʃukstaponˈeɾ,n
edusˈis,edusˈiɾ,s
empobɾesˈemos,empobɾesˈeɾ,s
aborˈeska,aboresˈeɾ,s
enkaʃˈesen,enkaʃesˈeɾ,s
ekstɾˈajɡas,ekstɾaˈeɾ,
lanɡidesˈejs,lanɡidesˈeɾ,s
ɾetenˈemos,ɾetenˈeɾ,n
desbaneskˈamos,desbanesˈeɾ,s
aponˈemos,aponˈeɾ,n
sostjˈenes,sostenˈeɾ,n
sobɾesalˈis,sobɾesalˈiɾ,l
dedˈuse,dedusˈiɾ,s
embeʃˈese,embeʃesˈeɾ,s
inteɾbˈenɡa,inteɾbenˈiɾ,n
emunxˈajs,emunçˈeɾ,nç
